pair_id,region,question,A_name,B_name,agent_label,rule,note
CO0189,CO,ENTITY - same firm?,"ROCKY MOUNTAIN GOLDEN FLEECE, L.L.C.","ROCKY MOUNTAIN PUBLIC BROADCASTING NETWORK, INC.",DIFFERENT,R1,
CO0190,CO,ENTITY - same firm?,Colorado Ranchers Dairy Products Inc.,COLORADO SCHOOL DISTRICTS SELF- INSURANCE POOL,DIFFERENT,R1,
CO0191,CO,ENTITY - same firm?,"ATLAS DRAIN AND SEWER, LLC","ATLAS FARMS, LLC",DIFFERENT,R1,
CO0192,CO,ENTITY - same firm?,"MOUNTAIN EXCAVATION, INC.",MOUNTAINEER CONSTRUCTION INC,DIFFERENT,R1,MOUNTAIN EXCAVATION vs MOUNTAINEER CONSTRUCTION; different stems and cities.
CO0193,CO,ENTITY - same firm?,PERFORMANCE EQUIPMENT SALES LLC,PERFORMAX BUILDING MATERIALS INC,DIFFERENT,R1,
CO0194,CO,ENTITY - same firm?,"COLORADO GOLF ASSOCIATION, INC",COLORADO SPRINKLER REPAIR,DIFFERENT,R1,
CO0195,CO,ENTITY - same firm?,COLORADO EQUIPMENT LLC,"COLORADO WEST CONTRACTING, INC.",DIFFERENT,R1,
CO0196,CO,ENTITY - same firm?,WESTERN EXCAVATION INC,WESTERN SUMMIT CONSTRUCTORS INC,DIFFERENT,R1,
CO0197,CO,ENTITY - same firm?,"GRAND FARMING ENTERPRISES, INC.",GRAND JUNCTION REGIONAL AIRPORT,DIFFERENT,R1,
CO0198,CO,ENTITY - same firm?,COLORADO ROCK & DIRT EXCAVATION INC,COLORADO STATE DEPARTMENT OF CORRECTIONS,DIFFERENT,R1,
CO0199,CO,ENTITY - same firm?,"SOUTH BORDER TRUCKING, LLV",SOUTH METRO LAND CO.,DIFFERENT,R1,
CO0200,CO,ENTITY - same firm?,"ASPEN DRILLING, LLC",ASPEN GREEN LANDSCAPE INC,DIFFERENT,R1,
CO0201,CO,ENTITY - same firm?,COLORADO DREAMSCAPES INC,"COLORADO ENGINEERING CONTRACTORS, INC.",DIFFERENT,R1,
CO0202,CO,ENTITY - same firm?,HEADWATERS METROPOLITAN DISTRICT,RANGEVIEW LIBRARY DISTRICT,DIFFERENT,R1,
CO0203,CO,ENTITY - same firm?,VICENTE AGUIRRE BARRON,"Aguirre Constructors, Inc.",DIFFERENT,R1,Person vs company sharing only the Aguirre surname; different cities.
CO0204,CO,ENTITY - same firm?,JS CONCRETE,Concrete Ready Mix Pro LLC,DIFFERENT,R1,
CO0205,CO,ENTITY - same firm?,UNIVERSITY OF COLORADO,COLORFUL CONCRETE LLC,DIFFERENT,R1,
CO0206,CO,ENTITY - same firm?,"AMERICAN CABINET & FLOORING, INC.","AMERICAN DRILLING SYSTEMS, INC.",DIFFERENT,R1,
CO0207,CO,ENTITY - same firm?,"ROCKFAN ENTERTAINMENT, LLC",ROCKFRONT LLC,DIFFERENT,R1,ROCKFAN vs ROCKFRONT; different coined stems and cities.
CO0208,CO,ENTITY - same firm?,S &A EXCAVATING INC,S & W LLC,DIFFERENT,P7,S&A vs S&W; single letters are content.
CO0209,CO,ENTITY - same firm?,"Integrated Marketing Solutions, Inc.",Integrity Concrete & Foundations LLC,DIFFERENT,R1,INTEGRATED vs INTEGRITY; wholly different businesses.
CO0210,CO,ENTITY - same firm?,"DOUBLE J FARMS & FEEDING, INC.","DOUBLE S AG, LLC",DIFFERENT,R1,
CO0211,CO,ENTITY - same firm?,"COLORADO LANDSCAPES UNLIMITED, LLC","COLORADO SPRINGS IMAGING, LLC",DIFFERENT,R1,
CO0212,CO,ENTITY - same firm?,MAILANDER FARMS,SCHRAM FARMS,DIFFERENT,R1,
CO0213,CO,ENTITY - same firm?,"COLORADO ASPHALT SERVICES, INC.","COLORADO CENTER FOR ARTHRITIS AND OSTEOPOROSIS, LLC",DIFFERENT,R1,
CO0214,CO,ENTITY - same firm?,ASPEN SKIING CO LLC,"Aspen Tree Service, Inc.",DIFFERENT,R1,
CO0215,CO,ENTITY - same firm?,"COLORADO BLACK BEAR, LLC","COLORADO OB/GYN PARTNERS, PLLC",DIFFERENT,R1,
CO0216,CO,ENTITY - same firm?,J&J EARTHWORKS,ROCK & RAIL,DIFFERENT,R1,
CO0217,CO,ENTITY - same firm?,UNIVERSITY OF COLORADO,COLORADO SPRINGS CONSERVATORY FOUNDATION,DIFFERENT,R1,
CO0218,CO,ENTITY - same firm?,Alpine Custom Concrete,"Alpine Tree Service, LLC",DIFFERENT,R1,
CO0219,CO,ENTITY - same firm?,"ROCKY MOUNTAIN AGGREGATE & CONSTRUCTIONLLC, A COLORADO LIMITED LIABILITY COMPANY","ROCKY MOUNTAIN EMPIRE ELECTRIC, INC.",DIFFERENT,R1,
CO0220,CO,ENTITY - same firm?,CONCRETE CONSTRUCTION SPECIALTIE,"CONCRETE MOBILE MIX, LLC",DIFFERENT,R1,
CO0221,CO,ENTITY - same firm?,FRONT RANGE CHRISTIAN MINISTRIES,"FRONT RANGE EXCAVATING & UTILITIES, LLC",DIFFERENT,R1,
CO0222,CO,ENTITY - same firm?,MOUNTAIN GOAT EXCAVATING LLC,"MOUNTAIN STATES SNOWCATS, LLC",DIFFERENT,R1,
CO0223,CO,ENTITY - same firm?,C & F ENTERPRISES LLC,C & R FIELD SERVICES LLC,DIFFERENT,P7,"C & F vs C & R; single letters are content, and addresses differ."
CO0224,CO,ENTITY - same firm?,COLORADO GATE COMPANY LLC,COLORADO STATE UNIVERSITY,DIFFERENT,R1,
CO0225,CO,ENTITY - same firm?,RICO'S CONCRETE,Rodeo's Concrete Transport,DIFFERENT,R1,RICOS vs RODEOS; Brush vs Denver.
CO0226,CO,ENTITY - same firm?,"WESTERN SLOPE GYPSUM FLOORS, INC.","WESTERN SLOPE MATERIALS, LLC",DIFFERENT,R1,
CO0227,CO,ENTITY - same firm?,DENNEY DUNES,"DENNEY TRANSPORT, LTD.",DIFFERENT,R1,"Shared DENNEY surname only; DUNES vs TRANSPORT, Kansas vs Colorado addresses."
CO0228,CO,ENTITY - same firm?,"ROBINS CONSTRUCTION, LLLP",PCL CONSTRUCTION RESOURCES,DIFFERENT,R1,
CO0229,CO,ENTITY - same firm?,HEADWATERS METROPOLITAN DISTRICT,STRATTON SCHOOL DISTRICT 4,DIFFERENT,R1,
CO0230,CO,ENTITY - same firm?,MOUNTAIN VISTA RANCH,MOUNTAIN TOWN DIGS LLC,DIFFERENT,R1,
CO0231,CO,ENTITY - same firm?,"INDUSTRIAL CONSTRUCTORS/MANAGERS, INC.",Industrial Process Filtration LLC,DIFFERENT,R1,
CO0232,CO,ENTITY - same firm?,NESSELHUF EXCAVATING,"EXCAVATING SERVICES COMPANY, INC.",DIFFERENT,R1,
CO0233,CO,ENTITY - same firm?,"STONE CITY, LLC","STONECO, INC.",DIFFERENT,R1,"STONE CITY LLC vs STONECO INC; different stems, cities and suffixes."
CO0234,CO,ENTITY - same firm?,"Mountain States Casing Company, LLC",Mountain West Construction LLC,DIFFERENT,R1,
CO0235,CO,ENTITY - same firm?,"ROCKY MOUNTAIN CANON CITY, LLC","ROCKY MOUNTAIN TURF SOLUTIONS, INC.",DIFFERENT,R1,
CO0236,CO,ENTITY - same firm?,"CONCRETE CONNECTION, INC.",CONCRETE CUSTOMS LLC,DIFFERENT,R1,
CO0237,CO,ENTITY - same firm?,"COLORADO PAIN CONSULTANTS, PLLC","COLORADO STONE QUARRIES, INC",DIFFERENT,R1,
CO0238,CO,ENTITY - same firm?,PINE GROVE EXCAVATING,THE EXCAVATOR,DIFFERENT,R1,
CO0239,CO,ENTITY - same firm?,"BIGHORN LAND SURVEYORS, INC.","BIGHORN LANDSCAPE MATERIALS, LLC.",DIFFERENT,R1,BIGHORN LAND SURVEYORS vs BIGHORN LANDSCAPE MATERIALS; different cities.
CO0240,CO,ENTITY - same firm?,RIVENDALE FARMS,UHLAND FARMS,DIFFERENT,R1,
CO0241,CO,ENTITY - same firm?,TRIPLE SSS EXCAVATING,TerraMod Excavating,DIFFERENT,R1,
CO0242,CO,ENTITY - same firm?,Colorado Pavers & Walls Inc.,COLORADO RIVER LANDSCAPING LLC.,DIFFERENT,R1,
CO0243,CO,ENTITY - same firm?,NC Concrete,"CONCRETE STABILIZATION TECHNOLOGIES, INC.",DIFFERENT,R1,
CO0244,CO,ENTITY - same firm?,"Colorado Copies, Inc.","COLORADO CRANE III, INC.",DIFFERENT,R1,
CO0245,CO,ENTITY - same firm?,Classic Asphalt Solutions LLC,CLASSIC CONSTRUCTION INC,DIFFERENT,R1,
CO0246,CO,ENTITY - same firm?,GRAFF EXCAVATING,OJL Excavating,DIFFERENT,R1,
CO0247,CO,ENTITY - same firm?,"Pipeline Equity, Inc.",Pipeline Solutions Llc,DIFFERENT,R1,EQUITY vs SOLUTIONS; different Denver addresses.
CO0248,CO,ENTITY - same firm?,"COLORADO URGENT CARE, LLC",Colorado's Rental Team LLC,DIFFERENT,R1,
CO0249,CO,ENTITY - same firm?,"ROCKY MOUNTAIN CONCRETE SPECIALISTS, LLC",Rocky Mountain Rebar Inc.,DIFFERENT,R1,
CO0250,CO,ENTITY - same firm?,"ROCKY MOUNTAIN CIVIL, INC.",ROCKY MOUNTAIN DECK & FENCE LLC,DIFFERENT,R1,
CO0251,CO,ENTITY - same firm?,PIPELINE CONTRACTORS INC,PIPELINE SOLUTION LLC,DIFFERENT,R1,PIPELINE CONTRACTORS INC vs PIPELINE SOLUTION LLC; different names and addresses.
CO0252,CO,ENTITY - same firm?,"COLORADO LITHO, INC.","COLORADO SPECIALTY CONTRACTING, LLC",DIFFERENT,R1,
CO0253,CO,ENTITY - same firm?,BLACK CANYON AGGREGATE INC,BLACK DOG EXCAVATING,DIFFERENT,R1,
CO0254,CO,ENTITY - same firm?,"COLORADO EQUIPMENT, LLC",COLORADO REFRIGERATED INC,DIFFERENT,R1,
CO0255,CO,ENTITY - same firm?,Colorado Coatings Company LLC,"COLORADO GOLF CLUB, INC.",DIFFERENT,R1,
CO0256,CO,ENTITY - same firm?,MILE HIGH DEMOLITION AND EXCAVATION LLC,MILE HIGH TELECOM LLC,DIFFERENT,R1,
CO0257,CO,ENTITY - same firm?,Colorado Eco-Mechanical,COLORADO EXCAVATION,DIFFERENT,R1,
CO0258,CO,ENTITY - same firm?,Concrete Craft of Colorado Springs,"CONCRETE WORKS OF COLORADO, INC.",DIFFERENT,R1,
CO0259,CO,ENTITY - same firm?,"GOLD STAR CONCRETE, INC.",GOLDS CONCRETE LLC,DIFFERENT,R1,"GOLD STAR CONCRETE INC vs GOLDS CONCRETE LLC; different stems, cities, suffixes."
CO0260,CO,ENTITY - same firm?,CONCRETE MANAGMENT CORP,VENZOR CONCRETE,DIFFERENT,R1,
CO0261,CO,ENTITY - same firm?,"KIRKLAND CONSTRUCTION, R.L.L.P.","CONSTRUCTION ROLL-OFF, LLC",DIFFERENT,R1,"Kirkland Construction vs Construction Roll-Off; unrelated names, no shared address"
CO0262,CO,ENTITY - same firm?,"SUMMIT 5, LLC","Summit Dairy, LLC",DIFFERENT,R1,Summit 5 vs Summit Dairy; only the trade-neutral stem SUMMIT is shared
CO0263,CO,ENTITY - same firm?,DOUBLE C TRUCKING LLC,"Double R Excavating, Inc.",DIFFERENT,R1,Double C Trucking vs Double R Excavating; P7 single letter is content
CO0264,CO,ENTITY - same firm?,"ROCKY MOUNTAIN CRANE SERVICE, INC.","ROCKY MOUNTAIN PUBLIC BROADCASTING NETWORK, INC.",DIFFERENT,R1,Crane Service vs Public Broadcasting Network; different firms
CO0265,CO,ENTITY - same firm?,COLORADO EQUESTRIAN LLC,Colorado Paving INC.,DIFFERENT,R1,Equestrian vs Paving; only COLORADO shared
CO0266,CO,ENTITY - same firm?,COLORADO SEMINARY,COLORADO SOILS LLC,DIFFERENT,R1,Colorado Seminary vs Colorado Soils; different firms
CO0267,CO,ENTITY - same firm?,ROCKY MOUNTAIN DESIGN GROUP INC,"ROCKY MOUNTAIN RECLAMATION, INC.",DIFFERENT,R1,Design Group vs Reclamation; only ROCKY MOUNTAIN shared
CO0268,CO,ENTITY - same firm?,"Rocky Mountain PF, LLC","ROCKY MOUNTAIN SANITATION, LLC",DIFFERENT,R1,Rocky Mountain PF vs Rocky Mountain Sanitation
CO0269,CO,ENTITY - same firm?,"ENVIROMENTAL EXCAVATION, LLC","ENVIRONMENTAL RESTORATION, LLC",DIFFERENT,R1,Enviromental Excavation vs Environmental Restoration; different second word
CO0270,CO,ENTITY - same firm?,IHS EXCAVATING,Expert Excavation,DIFFERENT,R1,IHS Excavating vs Expert Excavation; trade word only
CO0271,CO,ENTITY - same firm?,COLORADO ALL IN SERVICES LLC,"COLORADO POWERLINE, INC.",DIFFERENT,R1,All In Services vs Powerline; only COLORADO shared
CO0272,CO,ENTITY - same firm?,"COLORADO EYE SURGEONS, LLC",COLORADO STATE UNIVERSITY,DIFFERENT,R1,"Eye Surgeons vs State University; labelled on the rules, not scope (S1)"
CO0273,CO,ENTITY - same firm?,"ASSOCIATES IN WOMEN'S HEALTH, P.C.",ROSELAWN CEMETERY ASSOCIATION,DIFFERENT,R1,Women's Health PC vs Roselawn Cemetery Association
CO0274,CO,ENTITY - same firm?,SMITH LAND AND CATTLE COMPANY LLC,"SMITH RANCHO LAND & LIVESTOCK, L.L.C.",DIFFERENT,R1,Smith Land & Cattle vs Smith Rancho Land & Livestock; surname only
CO0275,CO,ENTITY - same firm?,"Colorado Premium Hay, LLC",COLORADO STATE UNIVERSITY,DIFFERENT,R1,Premium Hay vs State University
CO0276,CO,ENTITY - same firm?,"COLORADO CIDER COMPANY, LLC",COLORADO CRUSHING INC,DIFFERENT,R1,Cider Company vs Crushing; only COLORADO shared
CO0277,CO,ENTITY - same firm?,LENZ FARMS GP,SUPER C FARMS,DIFFERENT,R1,Lenz Farms vs Super C Farms
CO0278,CO,ENTITY - same firm?,WESTERN EXCAVATION COMPANY LLC,"WESTERN PROSCAPES, INC.",DIFFERENT,R1,Western Excavation vs Western Proscapes
CO0279,CO,ENTITY - same firm?,"COLORADO CRANE VII, LLC",Colorado's Rental Team LLC,DIFFERENT,R1,Colorado Crane VII vs Colorado's Rental Team
CO0280,CO,ENTITY - same firm?,K&J FARMS,K & D SCHNEIDER FARMS,DIFFERENT,P7,K&J vs K&D Schneider; single letters are content in a company name
CO0281,CO,ENTITY - same firm?,"Colorado Crushing, Inc.",UNIVERSITY OF COLORADO,DIFFERENT,R1,Colorado Crushing vs University of Colorado
CO0282,CO,ENTITY - same firm?,GRASMICK BROTHERS,PETERSON BROTHERS,DIFFERENT,R1,Grasmick Brothers vs Peterson Brothers; different surnames
CO0283,CO,ENTITY - same firm?,"COLORADO SPORTS ACADEMY, INC.","COLORADO URGENT CARE, LLC",DIFFERENT,R1,Sports Academy vs Urgent Care
CO0284,CO,ENTITY - same firm?,BOULDER COUNTY FOOT & ANKLE. P.C.,BOULDER COUNTY ROAD MAINTENANCE,DIFFERENT,R1,Foot & Ankle PC vs County Road Maintenance
CO0285,CO,ENTITY - same firm?,"COLORADO EXCAVATING, LLC",COLORADO MILLING LLC,DIFFERENT,R1,Colorado Excavating vs Colorado Milling
CO0286,CO,ENTITY - same firm?,"Colorado Concrete Pumping, LLC","Colorado Premium Hay, LLC",DIFFERENT,R1,Concrete Pumping vs Premium Hay
CO0287,CO,ENTITY - same firm?,"ROCKY MOUNTAIN READY MIX CONCRETE, INC.","ROCKY MOUNTAIN RECYCLING, INC.",DIFFERENT,R1,Ready Mix Concrete vs Recycling
CO0288,CO,ENTITY - same firm?,CITY OF CENTRAL CITY,CITY OF STERLING,DIFFERENT,R1,City of Central City vs City of Sterling; different municipalities
CO0289,CO,ENTITY - same firm?,DOUGS DIRT WORKS,DIRT WORX,DIFFERENT,R1,"Dougs Dirt Works vs Dirt Worx; trade words only, no shared address"
CO0290,CO,ENTITY - same firm?,"FRONT RANGE DAIRY, LLC","Front Range Excavating, Inc.",DIFFERENT,R1,Front Range Dairy vs Front Range Excavating
CO0291,CO,ENTITY - same firm?,Siteworx Excavating,SRC EXCAVATION,DIFFERENT,R1,Siteworx Excavating vs SRC Excavation
CO0292,CO,ENTITY - same firm?,CONCRETE CONSTRUCTION SPECIALTIE,RICO'S CONCRETE,DIFFERENT,R1,Concrete Construction Specialties vs Rico's Concrete
CO0293,CO,ENTITY - same firm?,ROCKY MOUNTAIN CHILDREN'S LAW CENTER,"ROCKY MOUNTAIN GEO-DRILL, INC.",DIFFERENT,R1,Children's Law Center vs Geo-Drill
CO0294,CO,ENTITY - same firm?,J & C CONCRETE LLC,"J & F SERVICES, INC.",DIFFERENT,P7,J&C Concrete vs J&F Services; letter and trade word both differ
CO0295,CO,ENTITY - same firm?,R W JONES EXCAVATION,"EXCAVATIONS UNLIMITED, LLC",DIFFERENT,R1,R W Jones Excavation vs Excavations Unlimited
CO0296,CO,ENTITY - same firm?,"Rocky Mountain Cattle Company, LLC",ROCKY MOUNTAIN DECK & FENCE LLC,DIFFERENT,R1,Cattle Company vs Deck & Fence
CO0297,CO,ENTITY - same firm?,J&C Earthwork Services LLC,J & V SERVICES LLC,DIFFERENT,P7,J&C Earthwork Services vs J&V Services; single letter is content
CO0298,CO,ENTITY - same firm?,"ROCKY MOUNTAIN CRANE SERVICE, INC.","ROCKY MOUNTAIN FLOOR SYSTEMS, INC.",DIFFERENT,R1,Crane Service vs Floor Systems
CO0299,CO,ENTITY - same firm?,COLORADO GRAVEL PRODUCTS INC.,"Colorado Ice Sculptures, LLC",DIFFERENT,R1,Gravel Products vs Ice Sculptures
CO0300,CO,ENTITY - same firm?,PRECISION EXCAVATION INC,PRECISION PAVING & CONSTRUCTIO,DIFFERENT,R1,Precision Excavation vs Precision Paving & Construction
CO0301,CO,ENTITY - same firm?,"ROCK BOTTOM EXCAVATING, INC.","ROCKY RIDGE EXCAVATING, LLC",DIFFERENT,R1,Rock Bottom Excavating vs Rocky Ridge Excavating
CO0302,CO,ENTITY - same firm?,"COLORADO CRUSHING, INC.","Colorado Knitting Company, LLC",DIFFERENT,R1,Colorado Crushing vs Colorado Knitting Company
CO0303,CO,ENTITY - same firm?,"SUPERIOR HOME SETTERS, LLC","SUPERIOR OILFIELD SERVICES CO., LTD",DIFFERENT,R1,Superior Home Setters vs Superior Oilfield Services
CO0304,CO,ENTITY - same firm?,"COLORADO EXCAVATING, INC","COLORADO WEST WOMANCARE, P.C.",DIFFERENT,R1,Colorado Excavating vs Colorado West Womancare
CO0305,CO,ENTITY - same firm?,"HINSDALE COUNTY, COLORADO",COLORDO LANDSCAPE UNLIMITED LLC,DIFFERENT,R1,Hinsdale County vs Colordo Landscape Unlimited
CO0306,CO,ENTITY - same firm?,Colorado Cleanup Corporation,"COLORADO EXCAVATING, INC",DIFFERENT,R1,Cleanup Corporation vs Colorado Excavating
CO0307,CO,ENTITY - same firm?,"ROCKY MOUNTAIN EXCAVATING & CONCRETE, INC.","ROCKY MOUNTAIN SCHOOL OF ART, INC.",DIFFERENT,R1,Excavating & Concrete vs School of Art
CO0308,CO,ENTITY - same firm?,"ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION, INCORPORATED","ROCKY MOUNTAIN QUALITY MACHINING, L.L.C.",DIFFERENT,R1,Health Maintenance Organization vs Quality Machining
CO0309,CO,ENTITY - same firm?,"KIRKLAND CONSTRUCTION, R.L.L.P.",VOLGAMORE CONSTRUCTION,DIFFERENT,R1,Kirkland Construction vs Volgamore Construction
CO0310,CO,ENTITY - same firm?,"ASPHALT COATINGS COMPANY, INC.","ASPHALT SPECIALTIES CO., INC.",DIFFERENT,R1,Asphalt Coatings vs Asphalt Specialties; trade word only
CO0311,CO,ENTITY - same firm?,"HINSDALE COUNTY, COLORADO","COLORADO CUSTOM IRONWORKS, LLC",DIFFERENT,R1,Hinsdale County vs Colorado Custom Ironworks
CO0312,CO,ENTITY - same firm?,"COLORADO CONCRETE PUMPING, INC.",COLORADO PAVEMENT SOLUTIONS LLC,DIFFERENT,R1,Concrete Pumping vs Pavement Solutions
CO0313,CO,ENTITY - same firm?,"MOUNTAIN PARKS ELECTRIC, INC.","MOUNTAIN SLEEP, LLC",DIFFERENT,R1,Mountain Parks Electric vs Mountain Sleep
CO0314,CO,ENTITY - same firm?,CONCRETE CUSTOMS LLC,"CONCRETE SOLUTIONS PLUS, INC.",DIFFERENT,R1,Concrete Customs vs Concrete Solutions Plus
CO0315,CO,ENTITY - same firm?,"VILLANO BROTHERS FARMS, INC.","VILLANO PROPERTY SERVICES, LLC",DIFFERENT,R1,"Villano Brothers Farms vs Villano Property Services; surname only, addresses differ"
CO0316,CO,ENTITY - same firm?,COLORADO BASEMENT FINISHERS INC,COLORADO TABLES LLC,DIFFERENT,R1,Basement Finishers vs Colorado Tables
CO0317,CO,ENTITY - same firm?,COLORADO CONCRETE FINISHES,"COLORADO CRUSHING, INC.",DIFFERENT,R1,Concrete Finishes vs Colorado Crushing
CO0318,CO,ENTITY - same firm?,"GREEN VIEW LANDSCAPING, INC.",GREENLEAVES LANDSCAPING CO.,DIFFERENT,R1,Green View Landscaping vs Greenleaves Landscaping
CO0319,CO,ENTITY - same firm?,"COLORADO MACHINERY, LLC","COLORADO RECLAMATION SYSTEMS, LLC",DIFFERENT,R1,Colorado Machinery vs Colorado Reclamation Systems
CO0320,CO,ENTITY - same firm?,HUGHES EXCAVATING,NICON EXCAVATING,DIFFERENT,R1,Hughes Excavating vs Nicon Excavating
CO0321,CO,ENTITY - same firm?,"THE ROMERO GROUP, LLC","THE ROOTER KING, INC",DIFFERENT,R1,The Romero Group vs The Rooter King
CO0322,CO,ENTITY - same firm?,"CUSTOM SERVICES OF COLORADO, INC.","CUSTOM SITE WORKS OF FLORIDA, INC.",DIFFERENT,R1,Custom Services of Colorado vs Custom Site Works of Florida
CO0323,CO,ENTITY - same firm?,THOMPSON CREEK MINING CO.,Thompson River Dairy LLC,DIFFERENT,R1,Thompson Creek Mining vs Thompson River Dairy
CO0324,CO,ENTITY - same firm?,"NORTHWEST READY MIX, INC.","NORTHWEST READY MIX PORTABLE OPERATIONS, INC.",DIFFERENT,R7,Northwest Ready Mix vs its Portable Operations arm; distinct entities of one family
CO0325,CO,ENTITY - same firm?,HALL IRWIN CORPORATION,HALL RANCHES LTD,DIFFERENT,R1,Hall Irwin Corporation vs Hall Ranches Ltd; surname only
CO0326,CO,ENTITY - same firm?,PATE CONCRETE CONTRACTORS,Concrete Products of Northern California LLC,DIFFERENT,R1,Pate Concrete Contractors vs Concrete Products of Northern California
CO0327,CO,ENTITY - same firm?,JORDAN CONCRETE LLC,"JORDAN PRODUCE, INC.",DIFFERENT,R1,Jordan Concrete vs Jordan Produce
CO0328,CO,ENTITY - same firm?,FRENCH CONCRETE,MOES CONCRETE,DIFFERENT,R1,French Concrete vs Moes Concrete
CO0329,CO,ENTITY - same firm?,ROCKY MOUNTAIN PUMPKIN RANCH INC.,"ROCKY MOUNTAIN VETERINARY SERVICES, PROF. LLC",DIFFERENT,R1,Pumpkin Ranch vs Veterinary Services
CO0330,CO,ENTITY - same firm?,"DYNAMIC METAL FABRICATION, INC.","Dynamis Demolition, LLC",DIFFERENT,R1,Dynamic Metal Fabrication vs Dynamis Demolition; different names and streets
CO0331,CO,ENTITY - same firm?,"PREMIER EARTHWORKS & INFRASTRUCTURE, INC.","PREMIER EARTHWORKS & INFRASTRUCTURE, INC.",SAME,R4,"Identical name, both Greenwood Village 80111, different street"
CO0332,CO,ENTITY - same firm?,"SHERIDAN RANCHES, LLC",SHERIDAN RANCHES LLC,SAME,R0,"Same name; 2162 County Road 15 = 2162 CTY RD 15, Meeker"
CO0333,CO,ENTITY - same firm?,"Mountain Disposal, Inc","MOUNTAIN DISPOSAL, INC.",SAME,R4,"Mountain Disposal Inc, 4490 Bent Brothers, Colorado City both sides"
CO0334,CO,ENTITY - same firm?,"Sunrise Reclamation and Seeding, LLC","SUNRISE RECLAMATION AND SEEDING, LLC",DIFFERENT,R5,"Same name, Brighton vs Wiggins, no shared address"
CO0335,CO,ENTITY - same firm?,"MOODY CONSTRUCTION & SONS, INC.",MOODY CONSTRUCTION AND SONS,SAME,R4,"& = AND, INC is a truncation (R2); both Meeker, different address"
CO0336,CO,ENTITY - same firm?,"CONCRETE CONNECTION OF PAGOSA, INC.",CONCRETE CONNECTION OF PAGOSA INC,SAME,R4,"Concrete Connection of Pagosa, both Pagosa Springs 81147"
CO0337,CO,ENTITY - same firm?,"AMERICAN WEST CONSTRUCTION, LLC","AMERICAN WEST CONSTRUCTION, LLC",SAME,R4,"Identical name, Denver 80212 both, different Tennyson St number"
CO0338,CO,ENTITY - same firm?,"CANYON ELECTRIC, LLC","CANYON ELECTRIC, LLC",SAME,R0,"2912 I-70 Business Loop = 2912 I70 Business Loop, Grand Junction"
CO0339,CO,ENTITY - same firm?,"FALL LINE CONSTRUCTION, LLC","FALL LINE CONSTRUCTION, LLC",SAME,R4,RIDGEWAY/RIDGWAY both 81432 is one city per C7; same name
CO0340,CO,ENTITY - same firm?,"TAMERREL EXCAVATION, INC.","TAMERREL EXCAVATION, INC.",DIFFERENT,R5,"Tamerrel Excavation, Silt vs Parachute, nothing else shared"
CO0341,CO,ENTITY - same firm?,"CONCRETE WORKS OF COLORADO, INC.","Concrete Works of Colorado, Inc.",SAME,R4,"B address is the name repeated; RX falls back to city, Lafayette both"
CO0342,CO,ENTITY - same firm?,"Adobe Milling Co., Inc",ADOBE MILLING CO INC,SAME,R0,"Adobe Milling, same PO Box 596, Dove Creek"
CO0343,CO,ENTITY - same firm?,"JULIUS LEASING, LLC","Julius Leasing, LLC",DIFFERENT,R5,"Julius Leasing, Collbran vs Mesa, no shared address"
CO0344,CO,ENTITY - same firm?,"BOLTON FENCING AND CONSTRUCTION, LLC","BOLTON FENCING AND CONSTRUCTION, LLC",SAME,R4,"Same name, Meeker both; different PO Box numbers still count"
CO0345,CO,ENTITY - same firm?,AVALANCHE EXCAVATION LLC,AVALANCHE EXCAVATION LLC,SAME,R4,"Avalanche Excavation, New Castle both, different street"
CO0346,CO,ENTITY - same firm?,"ALARCON BROTHERS CONCRETE, INC",ALARCON BROTHERS CONCRETE INC,DIFFERENT,R5,"Alarcon Brothers Concrete, Thornton vs Northglenn"
CO0347,CO,ENTITY - same firm?,"KVJ EQUIPMENT LEASING, LLC","KVJ EQUIPMENT LEASING, LLC",SAME,R4,"KVJ Equipment Leasing, Arvada 80002 both"
CO0348,CO,ENTITY - same firm?,"PRECISION STRUCTURES, INC.","PRECISION STRUCTURES, INC.",DIFFERENT,R5,"Precision Structures, Gypsum vs Eagle"
CO0349,CO,ENTITY - same firm?,ROARING FORK RENTALS INC,"ROARING FORK RENTALS, INC.",DIFFERENT,R5,Carbondale vs Glenwood Springs is named in R5 as DIFFERENT
CO0350,CO,ENTITY - same firm?,"JBC ENT., INC.","JBC ENT., INC.",SAME,R0,"4155 E Jewell Ave Ste 30 vs 4155 Jewell Ave Ste 300 E, Denver"
CO0351,CO,ENTITY - same firm?,B & D Concrete,T & S CONCRETE,DIFFERENT,R1,"B&D Concrete vs T&S Concrete; different firms, different states"
CO0352,CO,ENTITY - same firm?,"OVERLOOK MINE, LLC","OVERLOOK MINE, LLC",DIFFERENT,R5,"Overlook Mine, Greenwood Village vs Denver"
CO0353,CO,ENTITY - same firm?,"CROW CREEK CONSTRUCTION, LLC","CROW CREEK CONSTRUCTION, LLC",DIFFERENT,R5,"Crow Creek Construction, Windsor vs Greeley"
CO0354,CO,ENTITY - same firm?,UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO,DIFFERENT,R5,"University of Colorado, Denver vs Boulder; labelled like any firm (S1)"
